date,open,high,low,close,volume
2026-03-07 23:43:00,67335.78,67335.79,67320.71,67329.85,13.18541
2026-03-07 23:44:00,67329.86,67347.33,67329.85,67339.36,10.06032
2026-03-07 23:45:00,67339.36,67365.99,67330.0,67331.44,5.47762
2026-03-07 23:46:00,67331.43,67331.43,67281.79,67281.8,14.5446
2026-03-07 23:47:00,67281.79,67281.8,67269.0,67279.1,5.12843
2026-03-07 23:48:00,67279.1,67286.84,67279.1,67286.83,1.51587
2026-03-07 23:49:00,67286.82,67286.83,67263.41,67263.41,1.96321
2026-03-07 23:50:00,67263.42,67263.42,67234.46,67240.94,5.61562
2026-03-07 23:51:00,67240.95,67262.76,67240.95,67259.46,2.71763
2026-03-07 23:52:00,67259.46,67259.46,67248.92,67248.93,1.39234
2026-03-07 23:53:00,67248.92,67276.3,67248.92,67276.3,4.42801
2026-03-07 23:54:00,67276.29,67276.3,67276.29,67276.3,1.47843
2026-03-07 23:55:00,67276.3,67276.3,67276.29,67276.3,0.90763
2026-03-07 23:56:00,67276.29,67276.3,67260.41,67260.42,2.59378
2026-03-07 23:57:00,67260.41,67278.85,67260.41,67272.05,5.90146
2026-03-07 23:58:00,67272.05,67272.05,67272.03,67272.04,2.06735
2026-03-07 23:59:00,67272.03,67272.04,67251.08,67262.91,5.40803
2026-03-08 00:00:00,67262.91,67312.58,67258.94,67308.6,12.72128
2026-03-08 00:01:00,67308.6,67342.0,67308.6,67328.86,10.93961
2026-03-08 00:02:00,67328.86,67372.88,67327.14,67372.87,6.55334
2026-03-08 00:03:00,67372.88,67379.61,67360.39,67379.6,4.00501
2026-03-08 00:04:00,67379.61,67392.47,67379.6,67392.47,4.05761
2026-03-08 00:05:00,67392.47,67413.01,67379.6,67408.58,3.94423
2026-03-08 00:06:00,67408.58,67408.58,67385.41,67385.42,4.79434
2026-03-08 00:07:00,67385.42,67393.59,67385.41,67393.58,2.92954
2026-03-08 00:08:00,67393.59,67411.62,67393.58,67411.61,2.52451
2026-03-08 00:09:00,67411.62,67431.81,67403.14,67407.86,11.23594
2026-03-08 00:10:00,67407.86,67454.58,67407.86,67447.9,5.19641
2026-03-08 00:11:00,67447.91,67452.29,67428.51,67431.8,7.01979
2026-03-08 00:12:00,67431.8,67447.9,67431.79,67437.54,4.38245
2026-03-08 00:13:00,67437.54,67444.29,67437.53,67444.29,1.6821
2026-03-08 00:14:00,67444.29,67461.22,67391.2,67395.99,40.8987
2026-03-08 00:15:00,67395.99,67434.28,67395.99,67416.25,19.05542
2026-03-08 00:16:00,67416.26,67427.91,67416.25,67427.91,1.93781
2026-03-08 00:17:00,67427.91,67427.91,67417.35,67427.91,2.34433
2026-03-08 00:18:00,67427.91,67427.91,67427.9,67427.91,2.0853
2026-03-08 00:19:00,67427.91,67427.91,67386.8,67389.0,55.0288
2026-03-08 00:20:00,67389.0,67412.35,67388.99,67412.35,3.65168
2026-03-08 00:21:00,67412.34,67442.0,67412.34,67442.0,5.32368
2026-03-08 00:22:00,67442.0,67481.96,67442.0,67475.64,6.43898
2026-03-08 00:23:00,67475.63,67475.63,67355.76,67387.35,8.73799
2026-03-08 00:24:00,67387.35,67396.0,67362.54,67366.16,8.60817
